TIME,DEVICE NAME,TEMP (Celsius),HUMIDITY(%),DATE_ONLY
2025-10-27 01:01:28,Module_1,25.1,63.0,2025-10-27
2025-10-28 02:00:20,Module_1,24.3,59.5,2025-10-28
2025-10-28 14:01:13,Module_1,24.3,62.7,2025-10-28
2025-11-07 23:02:15,Module_1,23.0,47.6,2025-11-07
2025-11-07 23:03:19,Module_1,23.0,48.3,2025-11-07
2025-11-07 23:04:24,Module_1,23.5,47.5,2025-11-07
2025-11-07 23:11:52,Module_1,24.5,45.3,2025-11-07
2025-11-07 23:12:56,Module_1,24.6,45.9,2025-11-07
2025-11-07 23:14:01,Module_1,25.0,44.7,2025-11-07
2025-11-07 23:15:11,Module_1,24.7,44.9,2025-11-07
2025-11-17 13:22:58,Module_1,30.8,10.0,2025-11-17
2025-11-17 13:23:51,Module_1,30.6,10.0,2025-11-17
2025-11-17 13:24:23,Module_1,28.0,10.0,2025-11-17
2025-11-17 13:27:22,Module_1,24.0,37.3,2025-11-17
2025-11-17 13:28:30,Module_1,23.9,37.5,2025-11-17
2025-11-17 13:30:43,Module_1,22.3,49.8,2025-11-17
2025-11-17 13:31:21,Module_1,22.6,49.5,2025-11-17
2025-11-17 13:32:29,Module_1,22.8,50.3,2025-11-17
2025-11-17 13:40:19,Module_1,23.3,44.9,2025-11-17
2025-11-17 13:41:25,Module_1,23.4,46.1,2025-11-17
2025-11-17 14:19:27,Module_1,22.0,51.1,2025-11-17
2025-11-17 14:20:52,Module_1,22.6,50.4,2025-11-17
2025-11-17 14:36:20,Module_4,22.8,48.2,2025-11-17
2025-11-17 14:37:25,Module_4,22.9,48.9,2025-11-17
2025-11-17 15:32:19,Module_4,23.0,45.9,2025-11-17
2025-11-17 15:33:47,Module_4,23.1,46.5,2025-11-17
2025-11-17 15:41:06,Module_4,22.3,48.7,2025-11-17
2025-11-17 15:58:49,Module_1,24.5,45.3,2025-11-17
2025-11-17 16:09:38,Module_1,22.7,48.9,2025-11-17
2025-11-17 16:11:45,Module_1,22.1,49.5,2025-11-17
2025-11-17 16:12:46,Module_1,21.9,49.0,2025-11-17
2025-11-17 16:13:52,Module_1,22.0,50.4,2025-11-17
2025-11-17 16:14:51,Module_3,22.0,50.2,2025-11-17
2025-11-17 16:27:37,Module_1,23.7,51.5,2025-11-17
2025-11-17 16:28:51,Module_1,23.5,50.4,2025-11-17
2025-11-17 16:29:34,Module_2,23.7,51.6,2025-11-17
2025-11-17 16:35:00,Module_2,22.0,52.5,2025-11-17
2025-11-17 16:52:23,Module_1,24.3,49.8,2025-11-17
2025-11-22 16:25:10,Module_3,21.6,54.5,2025-11-22
2025-11-22 16:30:44,Module_1,21.0,55.1,2025-11-22
2025-11-22 16:31:48,Module_1,21.3,54.3,2025-11-22
2025-11-22 16:32:38,Module_1,21.8,58.5,2025-11-22
2025-11-22 16:33:43,Module_1,21.9,61.0,2025-11-22
2025-11-22 16:36:22,Module_4,20.5,55.6,2025-11-22
2025-11-22 16:38:37,Module_3,20.6,58.2,2025-11-22
2025-11-22 17:16:40,Module_3,18.2,66.2,2025-11-22
2025-11-22 17:22:05,Module_3,19.1,64.7,2025-11-22
2025-11-22 17:28:32,Module_4,18.5,67.6,2025-11-22
2025-11-22 17:39:06,Module_4,20.4,62.2,2025-11-22
2025-11-22 17:48:11,Module_4,17.3,70.7,2025-11-22
2025-11-22 17:49:15,Module_4,17.4,73.4,2025-11-22
2025-11-22 17:49:19,Module_3,17.1,71.8,2025-11-22
2025-11-22 17:50:23,Module_3,17.1,75.6,2025-11-22
2025-11-22 17:50:26,Module_4,17.6,72.8,2025-11-22
2025-11-22 17:55:17,Module_2,17.6,69.5,2025-11-22
2025-11-22 17:56:22,Module_2,17.7,72.4,2025-11-22
2025-11-22 17:58:34,Module_2,17.8,73.4,2025-11-22
2025-11-22 18:00:46,Module_2,17.8,70.3,2025-11-22
2025-11-22 18:01:04,Module_3,16.6,73.3,2025-11-22
2025-11-22 18:01:19,Module_4,16.7,73.3,2025-11-22
2025-11-22 18:01:55,Module_2,17.8,73.4,2025-11-22
2025-11-22 18:02:10,Module_3,16.7,77.3,2025-11-22
2025-11-22 18:02:23,Module_4,16.8,76.5,2025-11-22
2025-11-22 18:03:00,Module_2,17.8,73.2,2025-11-22
2025-11-22 18:03:15,Module_3,17.0,76.9,2025-11-22
2025-11-24 12:05:21,Module_4,32.5,33.8,2025-11-24
2025-11-24 12:06:25,Module_4,32.4,36.1,2025-11-24
2025-11-24 12:06:28,Module_3,27.7,42.9,2025-11-24
2025-11-24 12:07:30,Module_2,28.0,48.3,2025-11-24
2025-11-24 12:07:32,Module_3,27.6,43.8,2025-11-24
2025-11-24 12:07:34,Module_4,32.3,32.5,2025-11-24
2025-11-24 12:08:34,Module_2,28.1,48.8,2025-11-24
2025-11-24 12:08:36,Module_3,27.4,44.2,2025-11-24
2025-11-24 12:08:38,Module_4,32.0,33.5,2025-11-24
2025-11-24 12:09:41,Module_3,27.3,44.0,2025-11-24
2025-11-24 12:10:10,Module_1,31.2,40.2,2025-11-24
2025-11-24 12:11:28,Module_1,30.9,38.2,2025-11-24
2025-11-24 12:13:13,Module_1,29.3,38.9,2025-11-24
2025-11-24 12:14:30,Module_4,30.9,34.0,2025-11-24
2025-11-24 12:14:32,Module_2,27.0,47.1,2025-11-24
2025-11-24 12:14:41,Module_3,26.0,45.6,2025-11-24
2025-11-24 12:15:36,Module_2,27.0,48.0,2025-11-24
2025-11-24 12:15:45,Module_3,26.0,45.5,2025-11-24
2025-11-24 12:15:50,Module_4,31.0,34.1,2025-11-24
2025-11-24 12:16:40,Module_2,27.3,47.7,2025-11-24
2025-11-24 12:16:49,Module_3,26.3,46.2,2025-11-24
2025-11-24 12:16:55,Module_4,31.3,33.9,2025-11-24
2025-11-24 12:17:44,Module_2,27.5,47.0,2025-11-24
2025-11-24 12:17:54,Module_3,26.3,46.6,2025-11-24
2025-11-24 12:17:59,Module_4,31.4,33.3,2025-11-24
2025-11-24 12:18:48,Module_2,27.7,46.7,2025-11-24
2025-11-24 12:18:58,Module_3,26.5,45.8,2025-11-24
2025-11-24 12:19:52,Module_2,27.8,46.7,2025-11-24
2025-11-24 12:20:03,Module_3,26.7,45.8,2025-11-24
2025-11-24 12:20:30,Module_4,31.5,33.6,2025-11-24
2025-11-24 12:20:57,Module_2,28.0,46.3,2025-11-24
2025-11-24 12:21:07,Module_3,26.9,46.0,2025-11-24
2025-11-24 12:21:34,Module_4,31.6,31.9,2025-11-24
2025-11-24 12:22:02,Module_2,28.1,46.0,2025-11-24
2025-11-24 12:22:11,Module_3,26.8,45.1,2025-11-24
2025-11-24 12:22:39,Module_4,31.7,33.2,2025-11-24
2025-11-24 12:23:06,Module_2,28.2,45.7,2025-11-24
2025-11-24 12:23:16,Module_3,26.8,44.9,2025-11-24
2025-11-24 12:23:45,Module_4,31.7,33.4,2025-11-24
2025-11-24 12:24:10,Module_2,28.3,45.1,2025-11-24
2025-11-24 12:24:19,Module_3,26.9,45.0,2025-11-24
2025-11-24 12:25:14,Module_2,28.4,44.9,2025-11-24
2025-11-24 12:25:23,Module_3,27.0,44.5,2025-11-24
2025-11-24 12:26:20,Module_2,28.5,44.9,2025-11-24
2025-11-24 12:26:27,Module_3,27.0,44.9,2025-11-24
2025-11-24 12:27:21,Module_4,31.5,32.1,2025-11-24
2025-11-24 12:27:25,Module_2,28.5,44.3,2025-11-24
2025-11-24 12:27:32,Module_3,27.6,44.1,2025-11-24
2025-11-24 12:28:30,Module_2,28.5,44.2,2025-11-24
2025-11-24 12:28:31,Module_4,31.5,31.9,2025-11-24
2025-11-24 12:28:36,Module_3,26.8,43.8,2025-11-24
2025-11-24 12:29:35,Module_2,28.4,43.9,2025-11-24
2025-11-24 12:29:41,Module_3,26.7,43.6,2025-11-24
2025-11-24 12:30:39,Module_2,28.4,43.9,2025-11-24
2025-11-24 12:30:45,Module_3,26.7,43.7,2025-11-24
2025-11-24 12:31:43,Module_2,28.3,43.6,2025-11-24
2025-11-24 12:31:49,Module_3,26.7,43.3,2025-11-24
2025-11-24 12:32:47,Module_2,28.3,43.2,2025-11-24
2025-11-24 12:32:55,Module_3,26.7,43.5,2025-11-24
2025-11-24 12:33:03,Module_4,31.1,32.0,2025-11-24
2025-11-24 12:33:51,Module_2,28.3,43.1,2025-11-24
2025-11-24 12:33:58,Module_3,26.8,43.3,2025-11-24
2025-11-24 12:34:09,Module_4,30.9,32.9,2025-11-24
2025-11-24 12:34:56,Module_2,28.3,43.6,2025-11-24
2025-11-24 12:35:04,Module_3,26.7,44.0,2025-11-24
2025-11-24 12:35:15,Module_4,30.9,32.7,2025-11-24
2025-11-24 12:36:00,Module_2,28.3,43.3,2025-11-24
2025-11-24 12:36:10,Module_3,26.6,43.6,2025-11-24
2025-11-24 12:36:19,Module_4,30.8,32.4,2025-11-24
2025-11-24 12:37:15,Module_3,26.5,43.9,2025-11-24
2025-11-24 12:37:34,Module_2,28.2,43.8,2025-11-24
2025-11-24 12:37:40,Module_4,30.9,32.9,2025-11-24
2025-11-25 17:49:04,Module_3,16.4,63.1,2025-11-25
2025-11-25 17:49:24,Module_2,17.9,58.8,2025-11-25
2025-11-25 17:49:32,Module_4,16.5,63.7,2025-11-25
2025-11-25 17:50:08,Module_3,16.4,66.5,2025-11-25
2025-11-25 17:50:28,Module_2,18.0,60.5,2025-11-25
2025-11-25 17:50:39,Module_4,16.6,65.6,2025-11-25
2025-11-25 17:51:13,Module_3,16.5,66.9,2025-11-25
2025-11-25 17:51:32,Module_2,17.9,61.1,2025-11-25
2025-11-25 17:51:43,Module_4,16.6,65.6,2025-11-25
2025-11-25 17:52:17,Module_3,16.5,66.8,2025-11-25
2025-11-25 17:52:37,Module_2,17.9,61.2,2025-11-25
2025-11-25 17:53:23,Module_3,16.4,67.1,2025-11-25
2025-11-25 17:53:44,Module_2,17.8,61.4,2025-11-25
2025-11-25 17:54:34,Module_3,16.4,67.3,2025-11-25
2025-11-25 17:54:49,Module_2,17.7,61.9,2025-11-25
2025-11-25 17:54:57,Module_4,17.4,65.5,2025-11-25
2025-11-25 17:55:39,Module_3,16.4,67.3,2025-11-25
2025-11-25 17:55:53,Module_2,17.6,62.2,2025-11-25
2025-11-25 17:56:42,Module_3,16.4,67.4,2025-11-25
2025-11-25 17:56:57,Module_2,17.6,62.3,2025-11-25
2025-11-25 17:57:13,Module_4,16.8,65.5,2025-11-25
2025-11-25 17:57:48,Module_3,16.4,67.7,2025-11-25
2025-11-25 17:58:04,Module_2,17.6,62.6,2025-11-25
2025-11-25 17:58:25,Module_4,16.8,65.2,2025-11-25
2025-11-25 17:58:52,Module_3,16.4,67.6,2025-11-25
2025-11-25 17:59:08,Module_2,17.5,63.0,2025-11-25
2025-11-25 17:59:25,Module_4,16.7,65.8,2025-11-25
2025-11-25 17:59:57,Module_3,16.5,67.8,2025-11-25
2025-11-25 18:00:16,Module_2,17.4,63.2,2025-11-25
2025-11-25 18:00:30,Module_4,16.7,66.1,2025-11-25
2025-11-25 18:01:04,Module_3,16.3,67.9,2025-11-25
2025-11-25 18:01:20,Module_2,17.3,63.5,2025-11-25
2025-11-25 18:02:09,Module_3,16.4,68.1,2025-11-25
2025-11-25 18:02:25,Module_2,17.3,63.8,2025-11-25
2025-11-25 18:02:54,Module_4,16.5,66.8,2025-11-25
2025-11-25 18:03:17,Module_3,16.4,68.1,2025-11-25
2025-11-25 18:03:30,Module_2,17.2,64.2,2025-11-25
2025-11-25 18:03:59,Module_4,16.4,67.9,2025-11-25
2025-11-25 18:04:20,Module_3,16.3,68.3,2025-11-25
2025-11-25 18:04:34,Module_2,17.2,64.3,2025-11-25
2025-11-25 18:05:24,Module_3,16.4,68.4,2025-11-25
2025-11-25 18:05:41,Module_2,17.2,64.5,2025-11-25
2025-11-25 18:06:09,Module_4,16.7,66.6,2025-11-25
2025-11-25 18:06:28,Module_3,16.1,68.7,2025-11-25
2025-11-25 18:06:45,Module_2,17.2,64.5,2025-11-25
2025-11-25 18:07:23,Module_4,16.6,66.3,2025-11-25
2025-11-25 18:07:33,Module_3,16.3,68.7,2025-11-25
2025-11-25 18:07:49,Module_2,17.2,64.5,2025-11-25
2025-11-25 18:08:27,Module_4,16.7,66.0,2025-11-25
2025-11-25 18:08:37,Module_3,16.3,68.9,2025-11-25
2025-11-25 18:08:54,Module_2,17.2,64.9,2025-11-25
2025-11-25 18:10:13,Module_4,16.8,64.2,2025-11-25
2025-11-27 16:06:09,Module_4,20.9,47.0,2025-11-27
2025-11-27 16:07:13,Module_4,21.0,47.3,2025-11-27
2025-11-27 16:08:17,Module_4,21.6,46.7,2025-11-27
2025-11-27 16:09:23,Module_4,21.5,46.9,2025-11-27
2025-11-27 16:10:29,Module_4,21.6,47.2,2025-11-27
2025-11-27 16:11:34,Module_4,21.1,46.2,2025-11-27
2025-11-27 16:12:39,Module_4,20.8,47.1,2025-11-27
2025-11-27 16:13:43,Module_4,20.5,47.3,2025-11-27
2025-11-27 16:14:47,Module_4,20.0,48.1,2025-11-27
2025-11-27 16:22:37,Module_4,17.8,49.1,2025-11-27
2025-11-27 16:23:41,Module_4,18.1,48.7,2025-11-27
2025-11-27 16:24:46,Module_4,18.5,48.6,2025-11-27
2025-11-27 16:25:51,Module_4,18.6,47.5,2025-11-27
2025-11-27 16:26:58,Module_4,18.6,46.9,2025-11-27
2025-11-27 16:28:02,Module_4,18.4,46.3,2025-11-27
2025-11-27 16:28:13,Module_3,16.6,50.8,2025-11-27
2025-11-27 16:29:07,Module_4,18.2,46.0,2025-11-27
2025-11-27 16:30:11,Module_4,18.2,46.6,2025-11-27
2025-11-27 16:31:15,Module_4,18.0,46.0,2025-11-27
2025-11-27 16:32:18,Module_4,17.8,46.2,2025-11-27
2025-11-27 16:33:23,Module_4,17.7,46.4,2025-11-27
2025-11-27 16:34:27,Module_4,17.7,46.1,2025-11-27
2025-11-27 16:35:31,Module_4,17.8,46.3,2025-11-27
2025-11-27 16:36:35,Module_4,17.7,45.7,2025-11-27
2025-11-27 16:37:40,Module_4,17.5,42.1,2025-11-27
2025-11-27 16:38:59,Module_4,17.6,46.0,2025-11-27
2025-11-27 16:39:52,Module_4,17.5,46.4,2025-11-27
2025-11-27 16:40:56,Module_4,17.0,46.1,2025-11-27
2025-11-27 16:42:00,Module_4,17.4,45.4,2025-11-27
2025-11-27 16:43:04,Module_4,17.2,45.9,2025-11-27
2025-11-27 16:44:15,Module_3,18.5,47.2,2025-11-27
2025-11-27 16:48:43,Module_3,15.3,50.6,2025-11-27
2025-11-27 16:54:21,Module_2,16.0,56.4,2025-11-27
2025-11-27 17:01:37,Module_4,16.8,49.6,2025-11-27
2025-12-01 13:10:47,Module_4,34.3,10.0,2025-12-01
2025-12-01 13:11:52,Module_4,34.4,10.0,2025-12-01
2025-12-10 15:59:11,Module_3,21.4,49.2,2025-12-10
2025-12-10 16:02:43,Module_3,21.7,53.4,2025-12-10
2025-12-10 16:07:39,Module_1,20.4,50.2,2025-12-10
2025-12-10 16:16:07,Module_1,20.5,50.6,2025-12-10
2025-12-10 16:17:13,Module_1,20.7,50.7,2025-12-10
2025-12-10 16:18:02,Module_1,21.0,49.8,2025-12-10
2025-12-10 16:19:24,Module_2,20.2,47.3,2025-12-10
2025-12-19 15:37:33,Module_4,20.9,60.7,2025-12-19
2025-12-19 15:38:15,Module_3,19.7,64.8,2025-12-19
2025-12-19 15:38:58,Module_3,19.8,63.7,2025-12-19
2025-12-19 15:39:56,Module_3,20.1,64.3,2025-12-19
2025-12-19 15:41:42,Module_3,19.9,64.2,2025-12-19
2025-12-19 15:43:02,Module_3,19.8,63.5,2025-12-19
2025-12-19 15:43:46,Module_4,21.0,58.7,2025-12-19
2025-12-19 15:44:08,Module_3,19.9,66.0,2025-12-19
2025-12-19 15:44:50,Module_4,21.0,62.7,2025-12-19
2025-12-19 15:45:12,Module_3,20.0,65.8,2025-12-19
2025-12-19 15:45:54,Module_4,21.2,60.0,2025-12-19
2025-12-19 15:46:16,Module_3,20.0,65.7,2025-12-19
2025-12-19 15:47:04,Module_4,21.1,60.4,2025-12-19
2025-12-19 15:47:21,Module_3,20.1,65.7,2025-12-19
2025-12-19 15:48:25,Module_3,20.5,65.8,2025-12-19
2025-12-19 15:49:30,Module_3,20.1,65.9,2025-12-19
2025-12-19 15:49:31,Module_4,20.9,62.4,2025-12-19
2025-12-19 15:50:34,Module_3,20.0,65.4,2025-12-19
2025-12-19 15:50:35,Module_4,20.9,62.0,2025-12-19
2025-12-19 15:51:39,Module_3,20.0,65.5,2025-12-19
2025-12-19 15:51:40,Module_4,21.0,63.4,2025-12-19
2025-12-19 15:52:44,Module_3,20.1,66.8,2025-12-19
2025-12-19 15:52:45,Module_4,21.0,62.0,2025-12-19
2025-12-19 15:53:48,Module_3,20.1,65.4,2025-12-19
2025-12-19 15:53:53,Module_4,21.0,63.0,2025-12-19
2025-12-19 15:54:53,Module_3,20.0,65.2,2025-12-19
2025-12-19 15:55:03,Module_4,20.9,62.4,2025-12-19
2025-12-19 15:55:58,Module_3,20.0,65.1,2025-12-19
2025-12-19 15:57:03,Module_3,20.0,65.3,2025-12-19
2025-12-19 15:57:21,Module_4,20.9,62.9,2025-12-19
2025-12-19 15:58:06,Module_3,19.9,65.4,2025-12-19
2025-12-19 15:58:32,Module_4,21.0,64.1,2025-12-19
2025-12-19 15:59:11,Module_3,19.9,66.2,2025-12-19
2025-12-19 16:00:15,Module_3,19.9,66.3,2025-12-19
2025-12-19 16:00:51,Module_4,21.1,61.2,2025-12-19
2025-12-19 16:01:20,Module_3,19.9,65.6,2025-12-19
2025-12-19 16:01:55,Module_4,21.4,61.0,2025-12-19
2025-12-19 16:02:24,Module_3,20.0,65.7,2025-12-19
2025-12-19 16:03:03,Module_4,21.3,63.2,2025-12-19
2025-12-19 16:03:29,Module_3,20.1,65.7,2025-12-19
2025-12-19 16:04:33,Module_3,20.3,65.0,2025-12-19
2025-12-22 18:37:02,Module_4,13.4,95.9,2025-12-22
2025-12-22 18:39:01,Module_3,13.4,93.9,2025-12-22
2025-12-23 11:19:00,Module_3,18.9,74.7,2025-12-23
2025-12-23 11:19:00,Module_4,25.6,56.2,2025-12-23
2025-12-23 11:20:08,Module_3,19.4,78.5,2025-12-23
2025-12-23 11:20:13,Module_4,25.9,57.7,2025-12-23
2025-12-23 11:21:12,Module_3,19.6,77.7,2025-12-23
2025-12-23 11:21:17,Module_4,26.2,58.0,2025-12-23
2025-12-23 11:22:17,Module_3,19.8,76.3,2025-12-23
2025-12-23 11:22:21,Module_4,26.5,57.5,2025-12-23
2025-12-23 11:23:22,Module_3,19.9,75.9,2025-12-23
2025-12-23 11:24:26,Module_3,19.9,75.6,2025-12-23
2025-12-23 11:24:40,Module_4,26.7,55.5,2025-12-23
2025-12-23 11:25:30,Module_3,20.0,75.4,2025-12-23
2025-12-23 11:25:50,Module_4,26.8,55.4,2025-12-23
2025-12-23 11:26:35,Module_3,20.0,75.3,2025-12-23
2025-12-23 11:26:57,Module_4,27.1,55.5,2025-12-23
2025-12-23 11:27:39,Module_3,20.4,75.4,2025-12-23
2025-12-23 11:28:01,Module_4,26.9,55.0,2025-12-23
2025-12-23 11:28:44,Module_3,20.6,74.8,2025-12-23
2025-12-23 11:29:08,Module_4,27.1,55.6,2025-12-23
2025-12-23 11:29:48,Module_3,20.9,74.6,2025-12-23
2025-12-23 11:30:13,Module_4,27.3,55.8,2025-12-23
2025-12-23 11:30:52,Module_3,21.0,73.6,2025-12-23
2025-12-23 11:31:17,Module_4,27.4,55.2,2025-12-23
2025-12-23 11:31:56,Module_3,20.9,72.3,2025-12-23
2025-12-23 11:32:21,Module_4,27.7,54.9,2025-12-23
2025-12-23 11:33:01,Module_3,20.8,71.9,2025-12-23
2025-12-23 11:33:27,Module_4,27.6,55.0,2025-12-23
2025-12-23 11:34:06,Module_3,20.9,72.6,2025-12-23
2025-12-23 11:34:36,Module_4,27.6,54.8,2025-12-23
2025-12-23 11:35:11,Module_3,21.1,73.5,2025-12-23
2025-12-23 11:35:40,Module_4,27.8,54.5,2025-12-23
2025-12-23 11:36:15,Module_3,21.2,73.8,2025-12-23
2025-12-23 11:36:44,Module_4,28.0,53.7,2025-12-23
2025-12-23 11:37:20,Module_3,21.5,71.1,2025-12-23
2025-12-23 11:37:49,Module_4,28.0,53.2,2025-12-23
2025-12-23 11:38:25,Module_3,21.6,71.8,2025-12-23
2025-12-23 11:38:56,Module_4,28.4,53.3,2025-12-23
2025-12-23 11:39:30,Module_3,22.0,72.0,2025-12-23
2025-12-23 11:40:06,Module_4,28.6,54.0,2025-12-23
2025-12-23 11:40:36,Module_3,22.0,70.5,2025-12-23
2025-12-23 11:41:11,Module_4,28.7,53.1,2025-12-23
2025-12-23 11:41:41,Module_3,21.9,70.0,2025-12-23
2025-12-23 11:42:16,Module_4,28.8,51.7,2025-12-23
2025-12-23 11:42:46,Module_3,21.9,69.8,2025-12-23
2025-12-23 11:43:24,Module_4,28.6,52.7,2025-12-23
2025-12-23 11:43:50,Module_3,22.0,70.2,2025-12-23
2025-12-23 11:44:28,Module_4,28.7,51.7,2025-12-23
2025-12-23 11:44:55,Module_3,21.8,68.4,2025-12-23
2025-12-23 11:45:32,Module_4,28.8,51.0,2025-12-23
2025-12-23 11:46:00,Module_3,21.9,68.8,2025-12-23
2025-12-23 11:46:36,Module_4,28.8,51.5,2025-12-23
2025-12-23 11:47:05,Module_3,21.8,69.0,2025-12-23
2025-12-23 11:47:41,Module_4,28.7,51.5,2025-12-23
2025-12-23 11:48:10,Module_3,21.9,68.9,2025-12-23
2025-12-23 11:48:46,Module_4,28.9,51.8,2025-12-23
2025-12-23 11:49:14,Module_3,22.0,69.1,2025-12-23
2025-12-23 11:49:49,Module_4,28.9,51.4,2025-12-23
2025-12-23 11:50:18,Module_3,22.1,68.5,2025-12-23
2025-12-23 11:51:22,Module_3,22.0,68.4,2025-12-23
2025-12-23 11:52:02,Module_4,29.2,50.7,2025-12-23
2025-12-23 11:52:27,Module_3,22.1,69.0,2025-12-23
2025-12-23 11:53:07,Module_4,29.0,50.7,2025-12-23
2025-12-23 11:53:31,Module_3,22.2,68.8,2025-12-23
2025-12-23 11:54:16,Module_4,29.2,50.3,2025-12-23
2025-12-23 11:54:36,Module_3,22.3,67.8,2025-12-23
2025-12-23 11:55:34,Module_4,29.3,50.3,2025-12-23
2025-12-23 11:55:40,Module_3,22.3,67.6,2025-12-23
2025-12-23 11:56:44,Module_3,22.3,67.3,2025-12-23
2025-12-23 11:57:45,Module_4,29.3,50.2,2025-12-23
2025-12-23 11:59:09,Module_3,22.3,67.3,2025-12-23
2025-12-23 12:00:14,Module_3,22.0,68.0,2025-12-23
2025-12-23 12:01:18,Module_3,22.1,67.7,2025-12-23
2025-12-23 12:01:19,Module_4,29.2,51.7,2025-12-23
2025-12-23 12:02:22,Module_4,29.3,50.4,2025-12-23
2025-12-23 12:02:23,Module_3,22.1,67.9,2025-12-23
2025-12-23 12:03:26,Module_4,29.3,50.1,2025-12-23
2025-12-23 12:03:27,Module_3,22.1,67.5,2025-12-23
2025-12-23 12:04:30,Module_3,22.1,67.7,2025-12-23
2025-12-23 12:04:34,Module_4,29.3,50.0,2025-12-23
2025-12-23 12:05:35,Module_3,22.1,68.1,2025-12-23
2025-12-23 12:05:38,Module_4,29.5,50.1,2025-12-23
2025-12-23 12:06:40,Module_3,22.3,68.0,2025-12-23
2025-12-23 12:06:42,Module_4,29.4,49.8,2025-12-23
2025-12-23 12:07:44,Module_3,22.3,67.6,2025-12-23
2025-12-23 12:07:46,Module_4,29.4,50.5,2025-12-23
2025-12-23 12:08:48,Module_3,22.3,67.4,2025-12-23
2025-12-23 12:08:50,Module_4,29.5,50.0,2025-12-23
2025-12-23 12:09:53,Module_3,22.4,67.5,2025-12-23
2025-12-23 12:09:55,Module_4,29.6,49.5,2025-12-23
2025-12-23 12:10:57,Module_3,22.5,67.2,2025-12-23
2025-12-23 12:10:59,Module_4,29.6,49.6,2025-12-23
2025-12-23 12:12:02,Module_3,22.6,67.1,2025-12-23
2025-12-23 12:12:06,Module_4,29.7,48.9,2025-12-23
2025-12-23 12:13:06,Module_3,22.5,67.1,2025-12-23
2025-12-23 12:13:12,Module_4,29.9,49.2,2025-12-23
2025-12-23 12:14:11,Module_3,22.6,66.9,2025-12-23
2025-12-23 12:14:17,Module_4,29.9,48.9,2025-12-23
2025-12-23 12:15:16,Module_3,22.8,66.8,2025-12-23
2025-12-23 12:15:23,Module_4,29.9,50.0,2025-12-23
2025-12-23 12:16:20,Module_3,23.0,66.8,2025-12-23
2025-12-23 12:16:28,Module_4,30.0,48.8,2025-12-23
2025-12-23 12:17:25,Module_3,22.8,66.2,2025-12-23
2025-12-23 12:17:33,Module_4,29.9,48.6,2025-12-23
2025-12-23 12:18:29,Module_3,23.2,65.9,2025-12-23
2025-12-23 12:18:37,Module_4,29.8,48.5,2025-12-23
2025-12-23 12:19:34,Module_3,22.9,65.9,2025-12-23
2025-12-23 12:19:42,Module_4,29.9,47.9,2025-12-23
2025-12-23 12:20:39,Module_3,22.9,66.0,2025-12-23
2025-12-23 12:20:47,Module_4,29.9,47.5,2025-12-23
2025-12-23 12:21:44,Module_3,22.8,65.8,2025-12-23
2025-12-23 12:21:51,Module_4,29.9,48.5,2025-12-23
2025-12-23 12:22:50,Module_3,22.9,66.2,2025-12-23
2025-12-23 12:22:56,Module_4,30.0,48.8,2025-12-23
2025-12-23 12:23:54,Module_3,23.2,65.6,2025-12-23
2025-12-23 12:24:00,Module_4,29.9,48.2,2025-12-23
